rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
11,San Diego St.,MWC,32-7,110.77338302425224,61,89.52728852745585,4,0.920476945183606,11,32,7,15,3,15-3,0.708306445727119,0.6334766963960546,0.7006567176320566,0.708306445727119,0.6334766963960546,0.7006567176320566,0.7142288464017308,0.7529875304896635,110.2449114575594,99.69086617664466,110.2449114575594,99.69086617664466,115.47191792737459,92.8024773081669,129.39180341944441,107.03822566070518,0.8985374570593168,13,0.06595501983572871,1282.0,1147.0,1158.95,1.1061736917036973,0.9896889425773329,0,0.8333333333333334,5.654211402139689,10,45,65.69297888771952
12,Marquette,BE,29-7,118.71228090359436,8,96.03204562814801,41,0.9196971527481418,12,29,7,17,3,17-3,0.6940083321221614,0.5211988584850079,0.7538263244161856,0.6940083321221614,0.5211988584850079,0.7538263244161856,0.6931327941527217,0.8104679663621165,109.02441465893142,99.62421691473119,109.02441465893142,99.62421691473119,120.79789359950591,98.18056079147898,130.25000126180305,100.99253093266557,0.9491025951671801,14,0.07490354836065105,1607.0,1458.0,1399.8,1.1480211458779825,1.0415773681954565,0,0.85,7.827782366176215,6,32,68.38038977916031
13,Creighton,BE,24-13,115.00113876073169,21,93.24520489026155,15,0.9177119789313598,13,24,13,14,6,14-6,0.7318135875628069,0.6315983216413726,0.7540297016719787,0.7318135875628069,0.6315983216413726,0.7540297016719787,0.668416886698091,0.7267581184678646,110.54484170656785,99.11339199786649,110.54484170656785,99.11339199786649,115.36802994310838,91.44688612652442,120.46774083025804,100.51398423038933,0.889188543413572,16,-0.056245717198942224,1524.0,1343.0,1384.7624999999996,1.1005497332575085,0.9698413987958227,0,0.7,2.1584185203239104,29,299,67.68228429397473
14,Kansas,B12,28-8,113.79333571552785,31,92.27019569321868,13,0.9176714836759733,14,28,8,13,5,13-5,0.7766037409016324,0.6459843928382164,0.8649741110251759,0.7766037409016324,0.6459843928382164,0.8649741110251759,0.6239016574181719,0.7285320303410509,110.43683084762736,97.02588965355996,110.43683084762736,97.02588965355996,113.25013768020371,94.35273515331176,119.4190081250802,96.69681878996953,0.9188755003540241,24,0.11303333680716987,1320.0,1275.0,1264.2499999999998,1.0440972908839234,1.008503065058335,0,0.7222222222222222,10.074746940208552,2,12,69.0310302849502
15,Duke,ACC,27-9,113.30081050865267,33,92.928708312036,14,0.9071613718145805,15,27,9,14,6,14-6,0.674390691638194,0.5563067022115248,0.6982478368026885,0.674390691638194,0.5563067022115248,0.6982478368026885,0.7249014634427803,0.7772735469631082,109.47629545940791,101.04379533294212,109.47629545940791,101.04379533294212,110.13273905242596,95.26111366735823,107.92848103276994,94.30882606485899,0.8250986946781697,13,0.011938775237552601,1423.0,1333.0,1321.65,1.0766844474709643,1.0085877501607838,0,0.7,4.502300672738347,16,149,64.87122401414874
16,Memphis,Amer,26-9,115.35229414756887,20,95.00965736039868,30,0.9030114056517431,16,26,9,13,5,13-5,0.6786695561104604,0.6419625491014376,0.672624199744208,0.6786695561104604,0.6419625491014376,0.672624199744208,0.7217406860009612,0.7350316892243635,108.12715883998858,99.78918435154772,108.12715883998858,99.78918435154772,114.2474278278706,98.65251114895182,132.77909013830097,105.03823651442221,0.9367408442597561,9,0.01582833311426257,1465.0,1368.0,1337.3374999999999,1.0954601960985915,1.0229280192920636,0,0.7222222222222222,4.717474674167544,15,142,70.99855931791511
17,Baylor,B12,23-11,121.68920200804837,2,100.60664114113068,102,0.8991574698776774,17,23,11,11,7,11-7,0.7419806954441212,0.5555265724969752,0.8670768408668453,0.7419806954441212,0.5555265724969752,0.8670768408668453,0.6345475315953601,0.7494112144202046,109.70563629950311,97.76683116997833,109.70563629950311,97.76683116997833,125.33312965999237,101.281197611083,131.51597590368098,110.55709060198052,0.8804140900074424,22,0.043640369134475665,1361.0,1321.0,1208.9625,1.1257586566994426,1.0926724360763878,0,0.6111111111111112,5.23698348266397,12,86,66.87787082356172
18,West Virginia,B12,19-15,117.24814717571229,14,97.4505358469282,55,0.8934901958123032,18,19,15,7,11,7-11,0.7553438721317788,0.5742864723327824,0.8677188356797346,0.7553438721317788,0.5742864723327824,0.8677188356797346,0.6427501560851978,0.7862924197917363,109.93625756069254,97.48754970727211,109.93625756069254,97.48754970727211,115.61798813018348,97.88880359227683,126.95560141798781,109.33265513961676,0.8479466925788721,21,-0.07081441247645148,1323.0,1332.0,1264.2124999999996,1.0465012804413818,1.053620336770915,0,0.3888888888888889,1.4571519368894579,35,325,68.41647794306272
19,Arkansas,SEC,22-14,111.9035058006971,45,93.34838175727421,16,0.8894299715924476,19,22,14,8,10,8-10,0.7183747185816147,0.5925265645338682,0.7606346258771026,0.7183747185816147,0.5925265645338682,0.7606346258771026,0.6733982574189719,0.7884929143894107,109.66251983003443,98.53242208930726,109.66251983003443,98.53242208930726,111.0956363462304,95.05574444722616,115.88968877417736,98.18785170453752,0.8705913246003787,17,-0.04391263751707508,1302.0,1274.0,1247.225,1.0439174968429916,1.0214676582012068,0,0.4444444444444444,0.3776956450973681,46,278,69.51441107656508
20,Xavier,BE,27-10,118.01064878080632,9,98.4758558804704,74,0.8890505928251958,20,27,10,15,5,15-5,0.70930842635406,0.5770738811475916,0.7569562539755114,0.70930842635406,0.5770738811475916,0.7569562539755114,0.6783617189446478,0.7649265480082252,109.77228400244252,99.14942030324144,109.77228400244252,99.14942030324144,121.29086998774423,98.79365788720484,140.97362514648123,113.00101400570975,0.927137264133877,16,0.071045175751412,1631.0,1511.0,1434.0375,1.1373482213679909,1.053668401279604,0,0.75,5.359459729998723,11,38,70.47430050084064
21,Auburn,SEC,21-13,113.13004143171338,34,94.9053952502002,28,0.8828872355992112,21,21,13,10,8,10-8,0.7111484752737098,0.5985910509881236,0.7620138191346263,0.7111484752737098,0.5985910509881236,0.7620138191346263,0.6816104218605521,0.7712834917706837,109.27768731436974,98.81680468782494,109.27768731436974,98.81680468782494,113.94892851227875,95.29991012972262,117.50775098804844,100.4413607088024,0.8587197946881715,15,-0.03413932032429168,1293.0,1245.0,1226.9624999999999,1.0538219383232985,1.0147009382927352,0,0.5555555555555556,1.0538376524968467,40,252,67.59854742688184
22,Florida Atlantic,CUSA,35-4,114.02336597155428,27,95.76563834489312,40,0.8815033074474902,22,35,4,18,2,18-2,0.5444734924192592,0.3701986889971984,0.5640648848870008,0.5444734924192592,0.3701986889971984,0.5640648848870008,0.8115244478805769,0.9047226222595619,106.02036408089366,102.41778290486648,106.02036408089366,102.41778290486648,113.15716215665921,97.0087486346694,123.27906440289308,99.27830375847425,0.9234392720923965,8,0.10981770853898976,1566.0,1341.0,1383.1625,1.1321880111700542,0.9695173199099889,0,0.9,4.719389304917087,14,15,67.45823519414968
23,Texas A&M,SEC,25-10,113.84372083531417,30,95.67043297370637,38,0.880802268809747,23,25,10,15,3,15-3,0.6639939219619947,0.47088031196082397,0.7581397779394803,0.6639939219619947,0.47088031196082397,0.7581397779394803,0.7218245082018911,0.853774191653976,108.21535112472286,100.09464490057935,108.21535112472286,100.09464490057935,115.79488103106291,90.72973930114696,117.1849532031025,100.96799312381015,0.8472151609677413,14,0.024054702836019515,1289.0,1141.0,1186.6875000000002,1.0862168852372673,0.9614999736661924,0,0.8333333333333334,3.6841386166510777,19,129,65.98965673219652
24,Kansas St.,B12,26-10,112.62225144028284,39,94.68001085297797,27,0.8803415724793161,24,26,10,11,7,11-7,0.7164905358298895,0.45830523781293614,0.8692054192638854,0.7164905358298895,0.45830523781293614,0.8692054192638854,0.6831416659200921,0.8982410545963906,108.61505317854626,98.26689675996937,108.61505317854626,98.26689675996937,114.35312893088445,94.36298144575136,122.38118513438278,102.50371106075433,0.884757892767103,19,0.07461882176883938,1384.0,1349.0,1322.3124999999998,1.0466512265444063,1.0201824455263035,0,0.6111111111111112,4.23797521969525,17,33,69.8017446610942
25,Michigan St.,B10,21-13,114.41898247486164,24,96.44294108070932,45,0.877129925366833,25,21,13,11,8,11-8,0.7741704900572048,0.6348530653022202,0.8355988809552692,0.7741704900572048,0.6348530653022202,0.8355988809552692,0.6443315189996546,0.7381433874420167,111.8103973172927,98.73019834748837,111.8103973172927,98.73019834748837,114.08168053935067,94.90747149924607,125.99926703860548,106.5052815714063,0.873574190070433,20,0.019327295413135825,1326.0,1284.0,1245.9499999999996,1.0642481640515273,1.0305389461856418,0,0.5789473684210527,2.426212734469014,26,134,64.5942056085517
26,Kentucky,SEC,22-12,115.65327607381313,18,97.74404012597608,60,0.8737810384484651,26,22,12,12,6,12-6,0.679123630890055,0.5425155972267878,0.7539742234481729,0.679123630890055,0.5425155972267878,0.7539742234481729,0.6972356432568957,0.7690798000031319,108.73264380291505,99.89736419489833,108.73264380291505,99.89736419489833,118.20980910888335,101.48031238992775,119.13665735437183,100.20828822250175,0.8797149512068131,15,-0.007652951062950053,1309.0,1249.0,1182.4750000000001,1.107000147994672,1.0562591175289118,0,0.6666666666666666,1.6142109293183675,32,186,65.77184150913007
27,Miami FL,ACC,29-8,119.14253318045255,7,100.87358447697767,109,0.8714906040523187,27,29,8,15,5,15-5,0.6620986372507737,0.4863450088347713,0.6729034521106947,0.6620986372507737,0.4863450088347713,0.6729034521106947,0.7197351964550964,0.8349441872184338,108.37689322110046,100.64626737086108,108.37689322110046,100.64626737086108,117.51471733844308,99.28022562750786,127.16666826910172,102.83396333433228,0.9200041392175733,13,0.10998763141180468,1601.0,1457.0,1399.875,1.1436735422805608,1.0408072149299044,0,0.75,3.6592680492691416,20,14,68.64868814920747
28,TCU,B12,22-13,111.67747743295797,49,94.62869097792941,26,0.8704591820924349,28,22,13,9,9,9-9,0.6968972858984077,0.3971122911367398,0.8703201198327294,0.6968972858984077,0.3971122911367398,0.8703201198327294,0.6645478667126821,0.8784358896397512,108.63079290758338,98.98225110689678,108.63079290758338,98.98225110689678,113.15160256447538,94.0900704105976,120.63008110096939,102.1539104343599,0.8712271707771114,20,0.015087472888283604,1319.0,1292.0,1274.2,1.0351593156490346,1.0139695495212682,0,0.5,2.241198767039503,28,144,69.68063098920712
29,Iowa St.,B12,19-14,107.01750044055429,122,90.85997833496643,7,0.8678678248755848,29,19,14,9,9,9-9,0.734722093561818,0.4986427228514975,0.8706120555983714,0.734722093561818,0.4986427228514975,0.8706120555983714,0.6317289896071945,0.7796678948509749,111.14866605769024,99.55748068243525,111.14866605769024,99.55748068243525,111.7750079508307,89.77757908544777,119.1663454452626,100.1970779552543,0.8801536032528962,21,0.0022556108893709848,1213.0,1161.0,1186.9250000000002,1.0219685321313476,0.978157844851191,0,0.5,2.4088412445455276,27,168,64.0032885108234
30,Utah St.,MWC,26-9,115.38431350547503,19,98.02470160797574,65,0.867042959846068,30,26,9,13,5,13-5,0.6613306902293856,0.5590647174285279,0.6970508020528666,0.6613306902293856,0.5590647174285279,0.6970508020528666,0.7764954856434314,0.8643648512725335,108.05135886192156,100.32104182867955,108.05135886192156,100.32104182867955,116.57795482426621,100.16505076740609,110.50552494573522,102.99897314280105,0.6918931197808881,5,0.018237859279125912,1345.0,1241.0,1199.2250000000001,1.1215576726635952,1.0348349976026183,0,0.7222222222222222,2.949389524396085,24,136,68.63220528100689
31,Maryland,B10,22-13,112.61560947639148,40,95.75891358610582,39,0.8658422172449401,31,22,13,11,9,11-9,0.6846837601922814,0.4567298823553861,0.7904924329562719,0.6846837601922814,0.4567298823553861,0.7904924329562719,0.6906031590426629,0.8161650733620927,109.19912053602677,99.99751183303208,109.19912053602677,99.99751183303208,113.03553986888673,96.44993466181965,108.15351617430538,100.05468337972894,0.709941537152875,16,-0.005566952729751162,1349.0,1286.0,1260.9124999999997,1.0698601211424268,1.019896305255123,0,0.55,1.006300404945892,41,180,64.32912366636506
32,Northwestern,B10,22-12,109.7385541033114,76,93.42605682574933,18,0.8642093156392481,32,22,12,12,8,12-8,0.702818699397727,0.4546539406833336,0.8125449379303398,0.702818699397727,0.4546539406833336,0.8125449379303398,0.6993625287606511,0.8763974822330937,109.01024041625374,99.41291116593541,109.01024041625374,99.41291116593541,112.36747158555946,95.3699183279136,117.9362016206384,98.09035867887803,0.8927294507520622,15,0.009332128796225359,1352.0,1327.0,1293.3375000000003,1.0453574569669555,1.0260276223336906,0,0.6,1.603904169009649,33,157,64.51487096692843
33,North Texas,CUSA,31-7,110.03808126156447,69,93.81616631876823,22,0.8622526429500079,33,31,7,16,4,16-4,0.5514558780227162,0.43736339755546755,0.5660178023176661,0.5514558780227162,0.43736339755546755,0.5660178023176661,0.8163467519359118,0.8595112750391767,105.61173250705957,101.81568912832613,105.61173250705957,101.81568912832613,110.65987378158917,94.68423034613176,111.23358852974009,99.09932353333095,0.7905696317321518,7,0.04677835300818067,1308.0,1149.0,1194.7250000000001,1.094812613781414,0.9617275942162421,0,0.8,1.141310396129205,39,77,58.71223387040836
34,Virginia,ACC,25-8,110.03927734228628,68,94.03117247528355,24,0.8591111133095557,34,25,8,15,5,15-5,0.6407197139527857,0.5477573888200599,0.6477813477190041,0.6407197139527857,0.5477573888200599,0.6477813477190041,0.7538508754200931,0.7680542351100867,108.1001921654241,101.62380188366537,108.1001921654241,101.62380188366537,108.04736906906386,93.50240935695783,127.15066748945587,109.5117700507166,0.8477959791460794,10,0.06695775118743263,1335.0,1233.0,1257.2,1.0618835507476931,0.9807508749602291,0,0.75,4.104481765599357,18,43,61.322754985660225
35,Indiana,B10,23-12,113.08444358117741,36,96.86643220687193,47,0.855724095777405,35,23,12,12,8,12-8,0.7174697605871944,0.4844425929572186,0.8217214382988954,0.7174697605871944,0.4844425929572186,0.8217214382988954,0.6691310079078979,0.7831175639984109,109.99332905966642,99.56932554741346,109.99332905966642,99.56932554741346,113.16523219460177,96.74380593202373,121.77468466121252,106.66453773282554,0.8210625562113292,18,0.06306362535923604,1421.0,1401.0,1345.3375,1.0562405344383843,1.04137437631821,0,0.6,3.4258179168812775,22,48,67.8548074262982
36,Penn St.,B10,23-14,117.47380236108296,11,100.69509708174468,105,0.8547508847457428,36,23,14,10,10,10-10,0.7154388577580925,0.445586192996616,0.8138554069956567,0.7154388577580925,0.445586192996616,0.8138554069956567,0.6875267182489401,0.8763950801111026,108.92584103421234,98.9314852555275,108.92584103421234,98.9314852555275,117.9975041963078,102.5619203501664,121.71387812963927,105.5091516486866,0.8379517438989142,18,0.011936958096013028,1394.0,1394.0,1276.8375,1.091759914632833,1.091759914632833,0,0.5,1.3270694467976436,37,150,64.28560227978205
37,Oregon,P12,21-15,112.98379290212212,37,97.09066329324537,50,0.8511172010419201,37,21,15,12,8,12-8,0.7143534089588295,0.6593861986533621,0.7289842656952763,0.7143534089588295,0.6593861986533621,0.7289842656952763,0.6999701662711902,0.7461857731075789,108.24272879904643,97.9527816906574,108.24272879904643,97.9527816906574,115.10500589724509,99.94981389641846,126.13468703995547,111.19091709614786,0.8100243196618737,12,-0.03884719375752321,1426.0,1350.0,1314.5375,1.0847921797590407,1.0269771687760905,0,0.6,-0.2591883514739095,61,266,66.40148980592139
38,UAB,CUSA,29-10,112.43055200236836,42,96.99121212477246,49,0.8453683201429625,38,29,10,14,6,14-6,0.5477690715911534,0.4018317487449626,0.56772470975037,0.5477690715911534,0.4018317487449626,0.56772470975037,0.8157782833307007,0.8772144809168069,105.53461325538595,102.60111514818091,105.53461325538595,102.60111514818091,112.01889001939023,98.64755268021554,120.81008612102991,106.69291777751275,0.8067528535723093,8,-0.006010365138185536,1582.0,1440.0,1437.8874999999996,1.1002251566968908,1.001469169180482,0,0.7,-0.4763702581204047,64,183,70.7074496220804
39,Rutgers,B10,19-15,105.38267330058633,151,91.00552228668528,8,0.8438025355945844,39,19,15,10,10,10-10,0.6744662844277702,0.4112964414652191,0.798235200522884,0.6744662844277702,0.4112964414652191,0.798235200522884,0.7130737251524858,0.8810651392465619,109.28585447051331,101.13741380540303,109.28585447051331,101.13741380540303,104.83778916949544,90.96439600111076,110.52127602677409,93.85996557134052,0.8675131384033758,15,-0.0685728398178761,1292.0,1277.0,1301.425,0.992757938413662,0.981232110955299,0,0.5,-1.0329981754620567,70,318,65.82425111059666
40,North Carolina,ACC,20-13,111.53267813715954,51,96.35940431902858,44,0.8431262330341884,40,20,13,11,9,11-9,0.6887204047318659,0.6495966705887333,0.7100419243020268,0.6887204047318659,0.6495966705887333,0.7100419243020268,0.7317786273260756,0.7367544869600603,108.99262286334431,100.34339927780125,108.99262286334431,100.34339927780125,108.44488363828714,94.48084157635395,120.8911351362522,106.60023738971545,0.8094983628187167,12,-0.035844681856945226,1458.0,1381.0,1381.625,1.0552791097439609,0.9995476341264815,0,0.55,-0.6573197625833995,66,258,68.82751669659223
41,Iowa,B10,19-14,119.89402596530414,4,103.8934408527519,171,0.8385242321414745,41,19,14,11,9,11-9,0.7090967673916025,0.49526170419364485,0.8118600425928847,0.7090967673916025,0.49526170419364485,0.8118600425928847,0.6885661742398391,0.8040171979002962,108.23169151793952,98.83721620691983,108.23169151793952,98.83721620691983,120.36813853836611,104.4022390772512,129.73540847888052,109.42943906110388,0.8762617865266619,17,-0.011199915228262913,1567.0,1536.0,1390.1875,1.1271860810142518,1.104886930719777,0,0.55,0.3474286720108062,48,191,69.55343653081475
42,Oklahoma St.,B12,20-16,106.26800843036,133,92.11502096809258,12,0.8380312526972461,42,20,16,8,10,8-10,0.7345347766365627,0.5397289472155768,0.873963012744508,0.7345347766365627,0.5397289472155768,0.873963012744508,0.6638322289634198,0.8217345974996157,109.89929821978454,98.23829957821414,109.89929821978454,98.23829957821414,108.11433745779736,94.17698563093236,113.65380337284039,100.89436557863145,0.7972918777467723,19,-0.009346873648434229,1213.0,1273.0,1233.7500000000002,0.9831813576494426,1.0318135764944274,0,0.4444444444444444,0.1371835351443486,49,188,67.4228116700358
43,Boise St.,MWC,24-10,110.11435898289778,66,95.56389616330293,36,0.83614636729037,43,24,10,13,5,13-5,0.6471712732568191,0.5101170635805736,0.7158576511327912,0.6471712732568191,0.5101170635805736,0.7158576511327912,0.7579371276453847,0.8317354650001144,108.11855660478352,100.88227359459269,108.11855660478352,100.88227359459269,112.30721074744818,95.86389491362573,120.4973328354853,104.07357278542734,0.8435773152566957,8,0.044081886495820455,1317.0,1217.0,1213.5,1.0852904820766378,1.0028842192006593,0,0.7222222222222222,2.1452739734369177,30,84,66.28375008550604
44,Michigan,B10,18-16,111.65745484784455,50,97.13511606712584,51,0.8323433720336869,44,18,16,11,9,11-9,0.709886186973608,0.5260319658666527,0.8004961180633388,0.709886186973608,0.5260319658666527,0.8004961180633388,0.6997041416881149,0.8267467561205041,109.37357174024804,99.73023998649597,109.37357174024804,99.73023998649597,113.81294457298331,94.36226677109188,121.8617706803127,103.47984982640398,0.8676536649292285,16,-0.05987729905786021,1468.0,1378.0,1370.3625,1.071249395689097,1.0055733428198743,0,0.55,-1.788775022307599,78,308,67.47456988599295
45,Ohio St.,B10,16-19,115.78883804242011,17,100.73649985201052,106,0.8322264903354682,45,16,19,5,15,5-15,0.7235795146313251,0.489670834366942,0.8241232884193916,0.7235795146313251,0.489670834366942,0.8241232884193916,0.6569206115515825,0.7833371443967582,109.54701346927972,98.86547833358895,109.54701346927972,98.86547833358895,112.53631893911108,101.89379971409592,124.93487160586574,109.40326641637336,0.8215150558808291,20,-0.08845023999641005,1353.0,1435.0,1306.9875,1.0352050038734113,1.0979447010778605,0,0.25,-3.0595628684596505,99,341,65.99268487742337
46,USC,P12,22-11,111.75172753050549,48,97.37225849754466,53,0.8297689899087938,46,22,11,14,6,14-6,0.6815518796944272,0.5770700187783828,0.7222828931864517,0.6815518796944272,0.5770700187783828,0.7222828931864517,0.7174310069157259,0.8123866866733386,107.06558017142788,98.43142972941769,107.06558017142788,98.43142972941769,113.928468015418,97.64592433613763,125.30505650898046,107.30212051221106,0.8561509539976373,12,0.05257662979832689,1452.0,1336.0,1340.4125,1.0832486268219672,0.99670810291608,0,0.7,2.0736626207699174,31,64,67.99080685083555
47,Cincinnati,Amer,23-13,111.87890685008493,46,97.50190805737412,57,0.8294549373297382,47,23,13,11,7,11-7,0.604379136259277,0.4443064806765635,0.6668400513905639,0.604379136259277,0.4443064806765635,0.6668400513905639,0.7620189675942936,0.8623575023150176,107.65668568299542,101.4822005402574,107.65668568299542,101.4822005402574,114.05327556175412,97.34837995706478,128.1895304527899,120.39659967219262,0.6728852374156137,10,-0.03282608555645439,1371.0,1270.0,1257.6375,1.0901392491874646,1.0098299390722685,0,0.6111111111111112,-1.6505352798531994,75,249,68.46401146762959
48,N.C. State,ACC,23-11,113.62361434261791,32,99.15838494046994,80,0.8272110257321318,48,23,11,12,8,12-8,0.6374188187451292,0.4504526977704552,0.7109476429638598,0.6374188187451292,0.4504526977704552,0.7109476429638598,0.7499551410480821,0.8610692418936838,108.32919880178333,102.03744341639806,108.32919880178333,102.03744341639806,112.62881755201931,99.29428014532604,127.2741682415461,110.58613226914667,0.8342858816545405,9,0.02931796581527646,1509.0,1445.0,1380.6624999999997,1.0929535639593313,1.0465990059120172,0,0.6,0,57,117,69.22797406482003
