rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
93,Yale,Ivy,23-10,109.90772324905319,99,101.1259336674708,92,0.7226524622527295,93,23,10,11,3,11-3,0.508773586790653,0.4962004362930392,0.45658208521973537,0.508773586790653,0.4962004362930392,0.45658208521973537,0.8249867809600163,0.8143537895864704,107.7533731954044,105.26426812219903,107.7533731954044,105.26426812219903,112.82807010457611,101.92364034855815,111.7947067081467,104.57887015078454,0.6829389043844709,4,0.04395471452317545,1072.0,932.0,920.3499999999999,1.164774270657902,1.0126582278481013,0,0.7857142857142857,-2.7130877492376317,80,82,64.90649596564194
94,Louisiana Tech,CUSA,22-10,108.11390663425033,128,99.49625945293866,64,0.7221699879254749,94,22,10,12,4,12-4,0.4330706893888592,0.43688414028959727,0.43763760501315335,0.4330706893888592,0.43688414028959727,0.43763760501315335,0.8717965237691755,0.8349997686866224,103.90690400606249,104.54148697695251,103.90690400606249,104.54148697695251,109.55834243734758,100.27189190236122,112.14497097417622,102.62400503236351,0.73502835816904,3,-0.0347175228837846,1173.0,1041.0,1071.85,1.0943695479777955,0.9712179875915474,0,0.75,-4.369744463944624,100,264,65.75647693855822
95,Saint Joseph's,A10,21-14,110.41881177583014,92,101.65284035050857,100,0.721365667055569,95,21,14,9,9,9-9,0.5534933769028244,0.39333605291024354,0.6202046851747839,0.5534933769028244,0.39333605291024354,0.6202046851747839,0.8095709994188598,0.8544389769128041,106.39994761029939,104.4069285244055,106.39994761029939,104.4069285244055,112.70649581244874,106.65814735486221,119.99401149228434,95.80430227845483,0.9301531206584502,3,-0.019648001921092506,1366.0,1369.0,1249.2625,1.0934451326282506,1.0958465494641838,0,0.5,-4.734182518524307,104,232,68.4290234869268
96,Massachusetts,A10,20-11,111.1714949487032,81,102.38936433708486,119,0.7203802192355302,96,20,11,11,7,11-7,0.5228173867600127,0.3947975328280147,0.5957865182120227,0.5228173867600127,0.3947975328280147,0.5957865182120227,0.8579895200068941,0.9231043440705671,105.7511632385644,105.01076584275422,105.7511632385644,105.01076584275422,111.3535053732393,101.94172459991168,98.08245843037727,95.88707417124077,0.564717292023695,1,-0.029508227727639835,1333.0,1255.0,1211.325,1.1004478566858604,1.036055558995315,0,0.6111111111111112,-4.809568313726801,107,248,68.39822427569594
97,Princeton,Ivy,24-5,114.71113804374343,42,105.71210167382947,181,0.719003518697558,97,24,5,12,2,12-2,0.46963140644861257,0.46493636669598143,0.4570985000374161,0.46963140644861257,0.46493636669598143,0.4570985000374161,0.8730470521155197,0.8588554915010452,105.35844558802343,105.2490493520182,105.35844558802343,105.2490493520182,112.76201739341948,103.78044957769528,0,0,0,0,0.12760245738373255,1061.0,925.0,909.1875000000001,1.166976008799065,1.0173919021104005,0,0.8571428571428571,0.9878135660681857,42,3,65.25646202464306
98,George Mason,A10,20-12,108.9625702235931,111,100.65154649446899,83,0.7134928673262732,98,20,12,9,9,9-9,0.536535385614552,0.41137912003735155,0.6166576728958488,0.536535385614552,0.41137912003735155,0.6166576728958488,0.83488713714456,0.8653215357203178,106.82986598495515,104.82286046015336,106.82986598495515,104.82286046015336,109.61768448901425,101.23630884239087,110.26221923960611,107.49262912669784,0.5726201057571473,1,-0.015724535574660248,1237.0,1191.0,1152.4124999999997,1.073400366622195,1.0334841039992193,0,0.5,-4.77813484793846,105,217,63.914430403036974
99,Charleston,CAA,27-8,113.76496743146373,50,105.48583622277715,178,0.704520156781894,99,27,8,15,3,15-3,0.4480451322068004,0.44708147296099443,0.415267394032744,0.4480451322068004,0.44708147296099443,0.415267394032744,0.8796561474737595,0.8780503782167739,105.11347095175681,106.81162344148834,105.11347095175681,106.81162344148834,117.06731571887198,107.9369897268561,116.14442852758856,109.51064881561962,0.6629226764826771,2,0.06256293032177396,1489.0,1303.0,1240.6,1.2002256972432694,1.050298242785749,0,0.8333333333333334,-1.7317007807557578,75,51,70.30218441185329
100,Appalachian St.,SB,27-7,106.61361546837202,151,99.28403311545304,61,0.6940461841498532,100,27,7,16,2,16-2,0.4223928809045011,0.4128570894901288,0.401055920882621,0.4223928809045011,0.4128570894901288,0.401055920882621,0.8844856810834107,0.8875335848335489,105.57661210811855,107.2977979623666,105.57661210811855,107.2977979623666,105.76616181521466,96.45672462567342,144.5341647445074,122.38584156336198,0.8713421395038035,2,0.0756130692376632,1375.0,1177.0,1256.575,1.094244275112906,0.9366730994966476,0,0.8888888888888888,-1.213134185499873,69,31,66.96373647058387
101,Belmont,MVC,20-13,109.52542261919767,104,102.20531264270659,116,0.6890088972417093,101,20,13,12,8,12-8,0.5284540903848359,0.4477529542975443,0.5796780290053715,0.5284540903848359,0.4477529542975443,0.5796780290053715,0.8251395512635873,0.8372608004616424,107.23451881613028,104.73392411375703,107.23451881613028,104.73392411375703,111.28847397370453,102.20551963279834,106.18966974175325,116.2301504030701,0.26134826931869454,4,-0.012009504652297998,1535.0,1474.0,1412.0874999999999,1.0870431187869025,1.0438446626005826,0,0.6,-5.284077178420915,117,205,71.25485386199979
102,Stanford,P12,14-18,110.01097084183883,97,102.83030198156482,127,0.6848713900259424,102,14,18,8,12,8-12,0.668154396313239,0.4746910327655013,0.7575283410842031,0.668154396313239,0.4746910327655013,0.7575283410842031,0.7370834801244655,0.861481522072841,109.38618733035095,101.4581168774867,109.38618733035095,101.4581168774867,112.87714933981574,102.23229962981256,117.70485901073818,109.1169958536933,0.7050027738332547,8,-0.049048609011145106,1510.0,1546.0,1425.6749999999997,1.0591474213968823,1.0843986181983976,0,0.4,-7.131941773427524,141,285,69.65695397786999
103,Arkansas,SEC,16-17,110.04665516317496,96,102.90541940420277,128,0.6838630589536284,103,16,17,6,12,6-12,0.6816477862162357,0.5364450825435567,0.7914471655481887,0.6816477862162357,0.5364450825435567,0.7914471655481887,0.7123790166096804,0.8251588247872014,112.0282672059956,102.74581680508058,112.0282672059956,102.74581680508058,108.61266410346974,102.43257864770288,118.15066121275385,107.95879661007,0.7383530502775852,12,0.017769976435741686,1340.0,1475.0,1309.1499999999999,1.0235649085284346,1.1266852537906276,0,0.3333333333333333,-4.933233185497861,109,135,70.7403813920396
104,St. Bonaventure,A10,20-13,111.23599299512533,79,104.16141405304549,147,0.680417454156331,104,20,13,9,9,9-9,0.5539245475982225,0.4086409669267843,0.6345447779916539,0.5539245475982225,0.4086409669267843,0.6345447779916539,0.8220342104215732,0.867450888945536,105.81733959164129,103.5048113550298,105.81733959164129,103.5048113550298,112.2800796745673,104.7190855781462,138.09201082252076,130.57171571138497,0.6556508393347784,2,0.00923370229230347,1322.0,1277.0,1206.5375000000001,1.0956973985474963,1.0584005884607812,0,0.5,-5.056519103758609,112,154,65.54080798999968
105,Rutgers,B10,15-17,98.34041718473266,300,92.09748100413331,5,0.6801054366765115,105,15,17,7,13,7-13,0.7015844508919117,0.4584719733309189,0.8314774606747459,0.7015844508919117,0.4584719733309189,0.8314774606747459,0.6693215181749183,0.8238129725748506,111.54521143715523,101.28527317767578,111.54521143715523,101.28527317767578,98.9984305152915,92.25468054069741,114.50385984446838,105.8207223014114,0.7123684516934539,14,0.04431766084064531,1289.0,1403.0,1382.35,0.9324700690852534,1.0149383296560206,0,0.35,-3.8547108879779897,93,81,67.90481619085115
106,Northern Iowa,MVC,19-14,109.30451889952217,106,102.51473669357824,123,0.6764508026482707,106,19,14,12,8,12-8,0.579560033032644,0.5445344145034512,0.5797121205660614,0.579560033032644,0.5445344145034512,0.5797121205660614,0.8012603671726662,0.7762111178769966,107.94881713216186,103.60389128855509,107.94881713216186,103.60389128855509,108.07510138164561,103.45915369196203,119.89235925287606,116.04692357390452,0.5926416564342682,6,0.020066142854566982,1426.0,1412.0,1347.3625000000002,1.058364026013786,1.047973355351659,0,0.6,-5.149482166926791,114,130,66.59709427376335
107,Charlotte,Amer,19-12,108.68271126117196,119,102.1403835020797,111,0.6712783176486674,107,19,12,13,5,13-5,0.5381031077098704,0.4999727547221939,0.5684945036437088,0.5381031077098704,0.4999727547221939,0.5684945036437088,0.8363935657969749,0.8259075512224223,107.15999507110281,104.4448037196632,107.15999507110281,104.4448037196632,111.64783241850922,102.87906358887366,100.4983871067262,108.4118187107908,0.29491161127086213,1,0.005361512279781655,1253.0,1214.0,1138.5375,1.1005346771625881,1.066280205965987,0,0.7222222222222222,-5.083516407137428,113,163,62.559281655066364
108,UAB,Amer,23-12,113.19663645348368,56,106.57062686350064,195,0.6667812881779818,108,23,12,12,6,12-6,0.5856278557105475,0.4935678778531126,0.6346924371639735,0.5856278557105475,0.4935678778531126,0.6346924371639735,0.8173686880332335,0.857677100960137,108.1825815393797,103.69539149898685,108.1825815393797,103.69539149898685,111.249391743301,104.51374469675767,126.13429139139441,115.76555052304354,0.7283903778721772,4,0.09628653422509004,1389.0,1359.0,1265.1250000000002,1.0979152257682046,1.0742021539373579,0,0.6666666666666666,-2.789677379744108,81,16,67.74931768736356
109,Hofstra,CAA,20-13,108.44340920478496,123,102.10657111177764,109,0.6665074677921414,109,20,13,12,6,12-6,0.4729398265412385,0.5403244870841581,0.41981612366268,0.4729398265412385,0.5403244870841581,0.41981612366268,0.8539668661819878,0.7848699576256445,106.89886901282749,107.17085328794136,106.89886901282749,107.17085328794136,107.94400221028425,104.36529057331789,118.89607318994749,105.90408846933933,0.7909618656242737,2,-0.043411249691259646,1316.0,1213.0,1182.7875000000001,1.1126258943385856,1.0255434725172525,0,0.6666666666666666,-6.5018867491749575,132,281,65.71276140427261
110,Oklahoma St.,B12,12-20,108.78345345479923,116,102.48822961077695,122,0.6649717584345339,110,12,20,4,14,4-14,0.6624942034276058,0.4040178537733142,0.842452776155047,0.6624942034276058,0.4040178537733142,0.842452776155047,0.7030010993438531,0.8950754799929884,109.50433065572086,101.23627323346636,109.50433065572086,101.23627323346636,110.59257492472709,104.19650282650781,121.13748749908665,114.80921744444343,0.6495417367118861,12,-0.0851530419507569,1230.0,1392.0,1222.4375000000002,1.006186410348177,1.13870852293062,0,0.2222222222222222,-8.156777136089437,162,343,67.20240530954013
111,Cornell,Ivy,22-8,112.03224730430323,70,105.7831236023537,183,0.659271892971568,111,22,8,11,3,11-3,0.45658331055325535,0.3978815127258331,0.4655236487949096,0.45658331055325535,0.3978815127258331,0.4655236487949096,0.8528648635755768,0.8592584905580426,105.1859751078626,105.30147725131475,105.1859751078626,105.30147725131475,112.66886741052348,105.2796414221199,120.24930917096015,110.46723783333559,0.7262649127747506,2,0.08611796299470575,1123.0,1017.0,972.8249999999998,1.1543700048826873,1.045408989283787,0,0.7857142857142857,-1.6883074460678238,74,24,71.63997410508779
112,Western Carolina,SC,22-10,108.09144370627834,130,102.15360814938992,112,0.6569539347280968,112,22,10,11,7,11-7,0.4046204899300351,0.3490595898912506,0.43743436772647537,0.4046204899300351,0.3490595898912506,0.43743436772647537,0.9013185182819056,0.9110662265826502,104.63536919612424,107.19940599744756,104.63536919612424,107.19940599744756,108.5882088962245,102.34817103887436,0,0,0,0,-0.015873453683843408,1380.0,1261.0,1241.925,1.1111782112446404,1.015359220564849,0,0.6111111111111112,-5.403746688817265,118,220,66.92805771691935
113,Vermont,AE,28-7,104.29237939792606,199,98.74343310640762,48,0.6522046197314753,113,28,7,15,1,15-1,0.40332111561796385,0.46412040997201115,0.33253862408442897,0.40332111561796385,0.46412040997201115,0.33253862408442897,0.8887248909539764,0.8568611800506302,103.83420916448301,106.46817591233227,103.83420916448301,106.46817591233227,104.09381349137468,95.72399541002525,94.4067423143636,100.72731235046253,0.32185681368318747,3,0.09779704864976146,1154.0,975.0,1074.025,1.0744628849421567,0.9078000977630873,0,0.9375,-1.3515749216362416,71,15,63.316627197088934
114,UT Arlington,WAC,20-14,109.29554659465833,107,103.53315813125623,139,0.6508739069640235,114,20,14,13,7,13-7,0.483248270586398,0.5115157713272609,0.44858547743944194,0.483248270586398,0.5115157713272609,0.44858547743944194,0.8254200044356587,0.7128395127774475,105.18237503679451,103.85276933669236,105.18237503679451,103.85276933669236,107.62389593798733,100.85180989006531,102.65131851030911,104.13411608655126,0.45886094498570984,6,-0.030622350776547624,1560.0,1437.0,1465.9125,1.0641835716661125,0.9802767900539767,0,0.65,-6.294524488796282,129,251,70.87569317836424
115,Seattle,WAC,23-14,104.45670305235762,196,99.3397725052038,63,0.6405164468755485,115,23,14,11,9,11-9,0.4515286272087648,0.4415794509642579,0.44960411512634346,0.4515286272087648,0.4415794509642579,0.44960411512634346,0.8802786651287656,0.8669382999232316,103.5979771432422,105.20011142193567,103.5979771432422,105.20011142193567,101.70310792800488,101.364826010081,123.98458040773873,115.25631298594995,0.6983568704007633,1,-0.03712451308265108,1435.0,1372.0,1398.6625000000004,1.0259801774909956,0.9809371453084641,0,0.55,-8.23767784459542,164,268,66.82946996795167
116,Southern Illinois,MVC,19-13,108.81408353788078,114,103.57992873207016,140,0.6380516628768891,116,19,13,11,9,11-9,0.5053691553804718,0.34066373698105024,0.5978152046756695,0.5053691553804718,0.34066373698105024,0.5978152046756695,0.8502117116644289,0.9268561564147418,106.25519810568484,105.18227126513874,106.25519810568484,105.18227126513874,106.5694370208449,103.45077520624213,104.38285853413434,109.88752435746851,0.3564039614440284,3,-0.016121044106680693,1372.0,1401.0,1322.1125000000002,1.0377331732360142,1.0596677665478542,0,0.55,-6.402886159480711,130,222,64.33566735372376
117,Santa Clara,WCC,20-13,108.70887631603276,118,103.50794262613897,138,0.6373287055213793,117,20,13,10,6,10-6,0.5344627249292976,0.5290764688349229,0.5287147606449174,0.5344627249292976,0.5290764688349229,0.5287147606449174,0.7900186370150546,0.8073633932634273,106.99587136497938,104.80810960808897,106.99587136497938,104.80810960808897,108.37246204643837,103.73094827071844,136.12830449657577,133.36013570142256,0.5587924964103339,8,0.05403549353482051,1212.0,1140.0,1098.4750000000001,1.103347823118414,1.0378024078836567,0,0.625,-4.00272633016738,95,68,69.15221880230423
118,Michigan,B10,8-24,110.21200389645901,94,104.95482529953134,162,0.6369317473484207,118,8,24,3,17,3-17,0.7683636193512924,0.6392622404228475,0.8396412524496414,0.7683636193512924,0.6392622404228475,0.8396412524496414,0.6387714192308426,0.7447067352697715,113.38262735853428,99.91440998777212,113.38262735853428,99.91440998777212,109.38979379512739,105.06156931916398,118.45083131020708,109.95880512470933,0.70172165919017,16,-0.08305843761523679,1361.0,1592.0,1366.8874999999998,0.9956927691562035,1.1646898519446554,0,0.15,-9.586000813849465,194,342,67.51278249670455
119,California,P12,13-19,108.01481167325758,132,103.1847355733994,133,0.6285719819722878,119,13,19,9,11,9-11,0.6875506113998391,0.5240612117292965,0.7776037422872755,0.6875506113998391,0.5240612117292965,0.7776037422872755,0.7242490688474444,0.8437272248310695,109.988604952629,101.28720131295712,109.988604952629,101.28720131295712,108.02921573972591,101.28359009056092,118.22750035678993,113.37739763202394,0.6181539067781878,10,-0.015727196568978807,1455.0,1543.0,1432.3875000000003,1.0157865800979133,1.0772224694784056,0,0.45,-7.6309584178895165,148,218,68.49743010501977
120,Davidson,A10,15-17,105.05471199443801,184,100.38295684872082,78,0.6278774265529329,120,15,17,5,13,5-13,0.5566016439238495,0.4424835712123208,0.6448348273006776,0.5566016439238495,0.4424835712123208,0.6448348273006776,0.8108666225726342,0.8332386787658851,107.14368138603692,102.94516721411505,107.14368138603692,102.94516721411505,104.30587061816817,100.70373345103434,121.53887873127181,126.39066499855875,0.3893252484941506,3,-0.07443237112327084,1232.0,1251.0,1215.25,1.013783172186793,1.029417815264349,0,0.2777777777777778,-8.882111672133975,174,328,65.57963388621842
121,Georgia Tech,ACC,14-18,108.6056026528625,121,103.8394184478964,143,0.6262328952607534,121,14,18,7,13,7-13,0.7165715199009215,0.5832204205687079,0.7948868917273642,0.7165715199009215,0.5832204205687079,0.7948868917273642,0.6967857950963985,0.7834877855485819,110.47027116188502,100.31156879159556,110.47027116188502,100.31156879159556,110.84785805142187,104.5662674073263,122.04149158422874,112.97003610051564,0.7085273230141645,12,0.06026538646933566,1404.0,1538.0,1369.8500000000001,1.0249297368324999,1.1227506661313282,0,0.35,-5.517239758084552,120,55,67.57896747714652
122,Troy,SB,20-12,106.8917121250532,149,102.31728952834791,118,0.6231600012325181,122,20,12,13,5,13-5,0.39575090768273186,0.3951404378965507,0.39492552933168057,0.39575090768273186,0.3951404378965507,0.39492552933168057,0.8999887554891258,0.8726159241479237,104.17029553615203,106.5436815361187,104.17029553615203,106.5436815361187,108.01837992563676,101.06453514877637,111.40199034185896,111.64204370266737,0.4938118188870427,1,-0.06613034315998567,1401.0,1265.0,1279.45,1.0950017585681346,0.9887060846457462,0,0.7222222222222222,-7.451026318220365,146,313,69.73083703301772
123,High Point,BSth,27-9,114.54312170483405,43,109.7311280545236,258,0.6209447634597554,123,27,9,13,3,13-3,0.3757538599761523,0.34604675585096845,0.3736064063939636,0.3757538599761523,0.34604675585096845,0.3736064063939636,0.9194020713728812,0.9170504468808898,103.47380093840508,107.82732178544696,103.47380093840508,107.82732178544696,115.10281736263116,110.55683397818693,0,0,0,0,0.03394620156006223,1343.0,1217.0,1138.3125,1.179816614506122,1.0691264481414375,0,0.8125,-4.278690770018445,99,98,68.59673519318295
124,Notre Dame,ACC,13-20,102.62559406259044,223,98.45278516252826,43,0.6171261760268965,124,13,20,7,13,7-13,0.6834006696152928,0.48895922376474554,0.7842535788356256,0.6834006696152928,0.48895922376474554,0.7842535788356256,0.7025735151901817,0.78581499639165,110.51300573321441,101.44777018313049,110.51300573321441,101.44777018313049,102.90706226066678,95.30228503833011,108.12146165050137,107.6932161556161,0.5114078778888966,11,-0.01321191201721017,1268.0,1327.0,1302.4125000000001,0.9735778795120592,1.0188784275335194,0,0.35,-7.61989370402324,147,209,64.38327187641343
125,Oakland,Horz,24-12,108.86231684560445,112,104.5877518751249,150,0.6131709922554112,125,24,12,15,5,15-5,0.4704505694295955,0.6445724356080809,0.34794833676212833,0.4704505694295955,0.6445724356080809,0.34794833676212833,0.8341866484200726,0.6810236157417464,106.53224481579664,107.43254165498853,106.53224481579664,107.43254165498853,107.12846096604505,107.02559716848013,115.97216485055368,105.57759930967511,0.7464742650315701,7,0.06157551572354003,1578.0,1459.0,1400.25,1.1269416175682914,1.0419567934297447,0,0.75,-4.253205915588203,98,52,66.59206311668086
126,UNC Wilmington,CAA,21-10,112.7818225219653,62,108.44425517028913,235,0.6108811304311963,126,21,10,12,6,12-6,0.42812745327599844,0.4299815871313241,0.41997316540326635,0.42812745327599844,0.4299815871313241,0.41997316540326635,0.8806408823124059,0.8494511098151567,105.29784323854781,106.43756293652699,105.29784323854781,106.43756293652699,113.19437296758318,108.83550432109462,108.61601718532326,80.74403338683572,0.9680202579582196,1,0.03829234565851236,1376.0,1253.0,1179.625,1.166472395888524,1.0622019709653492,0,0.6666666666666666,-4.795172695007799,106,91,65.21704383178633
127,Arizona St.,P12,14-18,103.32143923920387,218,99.49800934845098,65,0.606740979430539,127,14,18,8,12,8-12,0.7231231406374876,0.6296472203381259,0.7679573814962926,0.7231231406374876,0.6296472203381259,0.7679573814962926,0.7065229827402169,0.7845203437356804,111.09481941233679,100.57610822594634,111.09481941233679,100.57610822594634,107.08252238128202,100.8919394415481,105.049285748051,107.47003148553009,0.4348727069232509,12,0.07047889468495816,1416.0,1513.0,1403.9250000000004,1.0086008867995082,1.077692896700322,0,0.4,-5.856928623096199,123,39,69.10749835797311
128,Sam Houston St.,CUSA,21-12,105.96466982765791,168,102.16024972813601,113,0.603597004903274,128,21,12,13,3,13-3,0.4509981065907566,0.45900668938626843,0.45223942879224477,0.4509981065907566,0.45900668938626843,0.45223942879224477,0.8649296205231125,0.828359528178318,103.3187897677951,104.03014440282136,103.3187897677951,104.03014440282136,108.58267765324932,102.39207133314817,97.1640600226983,109.12039100739455,0.20840193045570465,2,0.018988825802198073,1163.0,1075.0,1081.1000000000001,1.0757561742669501,0.9943575987420219,0,0.8125,-5.84314477267693,122,133,67.80222238754214
129,Drexel,CAA,20-12,107.21297585079617,144,103.42639085188304,136,0.6019284764658689,129,20,12,13,5,13-5,0.4330367724250627,0.4416559482568572,0.42262466907119595,0.4330367724250627,0.4416559482568572,0.42262466907119595,0.8834439821835837,0.8684600049544658,104.62648147563002,107.01919279176096,104.62648147563002,107.01919279176096,110.70203930280056,105.28187879081412,112.39736755765448,88.84735924418702,0.9372556687510134,1,-0.010197557629172627,1341.0,1212.0,1175.9875,1.1403182431786052,1.0306231996513568,0,0.7222222222222222,-6.700957596511055,135,196,64.57871748124512
130,Western Kentucky,CUSA,22-12,105.47980202921302,173,101.78099609857537,103,0.60120893400372,130,22,12,8,8,8-8,0.40579654080500277,0.32408651808224026,0.45253217369493354,0.40579654080500277,0.32408651808224026,0.45253217369493354,0.8949228618619882,0.9254010871879228,103.43743144868151,105.45275603180944,103.43743144868151,105.45275603180944,106.69731136428919,105.21596451566292,107.35283832334669,97.8890745432804,0.7429368388681552,1,-0.016508660097466876,1282.0,1219.0,1203.1125000000002,1.0655695124105184,1.0132053320034493,0,0.5,-6.64000147803734,134,224,75.10276884792559
131,Morehead St.,OVC,26-9,107.47176203153143,138,103.86707385913871,145,0.5968449577454011,131,26,9,14,4,14-4,0.3242837401752699,0.4094256285830213,0.22367199509606778,0.3242837401752699,0.4094256285830213,0.22367199509606778,0.8829359572423554,0.7985555463307479,103.11959779246972,108.24566166061362,103.11959779246972,108.24566166061362,107.88085792274924,104.91417340092185,106.98168395923047,109.67024790049642,0.4291217058969404,3,0.025836093302820662,1321.0,1115.0,1164.4875,1.13440462005818,0.9575027640914995,0,0.7777777777777778,-3.4533754690618235,90,114,64.31959479744359
132,Missouri,SEC,8-24,108.41022037369558,124,104.96864950157882,163,0.5916999511358191,132,8,24,0,18,0-18,0.6813478169242401,0.4960515224046749,0.8101963049086761,0.6813478169242401,0.4960515224046749,0.8101963049086761,0.6880994277167538,0.7784849642705005,111.58485954786318,102.59429047081674,111.58485954786318,102.59429047081674,108.50071781669787,106.30516271822513,117.51935021646443,108.96475429739726,0.704569438985362,12,-0.13195362895239898,1255.0,1447.0,1232.3750000000002,1.0183588599249416,1.174155593873618,0,0.0,-11.439672891567444,232,358,66.72382507214446
133,West Virginia,B12,9-23,108.81024782016425,115,105.39455698331943,175,0.5906823893868408,133,9,23,4,14,4-14,0.7385705755730232,0.5802651906227961,0.8467370532585949,0.7385705755730232,0.5802651906227961,0.8467370532585949,0.6819125586210484,0.8281416130569407,111.11294993812506,99.53242926685438,111.11294993812506,99.53242926685438,109.88731545373689,107.35563477927325,130.05000880604547,125.93027327843458,0.5915056044824298,14,-0.06109159359829114,1261.0,1465.0,1262.0625,0.9991581241024118,1.1607982964393602,0,0.2222222222222222,-10.077108365185456,203,308,68.42815601187813
134,Wichita St.,Amer,15-19,104.94107390439993,186,101.68469430847907,101,0.5896467565956978,134,15,19,5,13,5-13,0.5617961480165949,0.49960293596899386,0.5982497800264923,0.5617961480165949,0.49960293596899386,0.5982497800264923,0.8380274762678432,0.8703796646900391,108.18059814856893,104.81238889624248,108.18059814856893,104.81238889624248,103.99096492999423,102.16332886529348,134.20379657809312,129.98196913164918,0.5908749105985882,2,-0.0800450424121214,1277.0,1333.0,1252.9624999999999,1.0191845326576017,1.0638786076997517,0,0.2777777777777778,-11.310790318937261,228,336,68.21117999692862
135,Arkansas St.,SB,20-17,112.74978182627237,63,109.25354068653081,246,0.5895844321880083,135,20,17,11,7,11-7,0.4818521308886306,0.5274763570279155,0.42330481292644173,0.4818521308886306,0.5274763570279155,0.42330481292644173,0.8532213336794334,0.7870722057866127,105.69298298248218,106.07329874040883,105.69298298248218,106.07329874040883,114.12465327680164,112.6372969601452,96.07156188458687,102.87348290611546,0.3128829577076817,3,-0.04142461430616928,1459.0,1383.0,1265.6875,1.1527331983605749,1.0926867808997087,0,0.6111111111111112,-9.030428258853966,176,275,68.0831975693217
136,Tarleton St.,WAC,25-10,108.48158041480491,122,105.16189450091635,168,0.5884140124643733,136,25,10,16,4,16-4,0.43355381711811825,0.4050515770814803,0.4547175956207111,0.43355381711811825,0.4050515770814803,0.4547175956207111,0.8675270991428735,0.8163686797191946,103.5986333998507,104.25448694147839,103.5986333998507,104.25448694147839,108.18088905026293,106.34078851361328,94.86164838409607,108.54651587726573,0.17512498370528237,4,0.08663456548634274,1492.0,1431.0,1388.6875,1.0743957873891714,1.0304694180656195,0,0.8,-2.92419016573099,85,23,66.63891322349852
137,Akron,MAC,24-11,105.16875456712395,178,101.96602023514399,105,0.5879885102631962,137,24,11,13,5,13-5,0.4258643978871052,0.5154778449453029,0.3282107091598771,0.4258643978871052,0.5154778449453029,0.3282107091598771,0.8745916260353568,0.8216058473348861,104.72308190644017,106.60551549431051,104.72308190644017,106.60551549431051,107.85620497201312,103.5990932708057,103.49789635008082,101.06793485237448,0.5678835590759306,1,0.055385636434912455,1334.0,1183.0,1190.2,1.1208200302470173,0.9939505965383969,0,0.7222222222222222,-4.641973383517852,103,65,65.78156816671762
138,South Dakota St.,Sum,22-13,108.24853107749564,127,105.1943542022359,170,0.5815481405041151,138,22,13,12,4,12-4,0.39788947018682647,0.43530083714349777,0.33511405298743857,0.39788947018682647,0.43530083714349777,0.33511405298743857,0.8949662700583563,0.8824408288643021,104.69821953134803,107.17650028834194,104.69821953134803,107.17650028834194,108.14208946528161,107.5617254077278,118.74357733418336,116.68856691779997,0.5500232409899928,1,-0.029826660455006482,1263.0,1162.0,1108.6999999999998,1.1391720032470463,1.0480743212771717,0,0.75,-7.6464189916166365,150,249,67.92998671396859
139,UC San Diego,BW,21-12,110.82592279972269,84,107.84606959804938,221,0.5777250570855286,139,21,12,15,5,15-5,0.3912087440815595,0.3892576503108988,0.3999031106763084,0.3912087440815595,0.3892576503108988,0.3999031106763084,0.8978563054908489,0.8696648499768055,102.76805592323397,106.25073934853887,102.76805592323397,106.25073934853887,113.83740445544404,107.33342087529032,125.94997080042766,124.25867823081606,0.5387897804526832,2,-0.02087474107375198,1537.0,1395.0,1341.6625000000001,1.1455936198559622,1.0397547818471484,0,0.75,-6.259639607036663,128,234,65.44430617208235
140,Youngstown St.,Horz,22-10,107.06423867756232,145,104.54437036640485,149,0.5680502285014242,140,22,10,14,6,14-6,0.3379590703856016,0.31166790960767854,0.3523708257006684,0.3379590703856016,0.31166790960767854,0.3523708257006684,0.9121675391335402,0.8845046502712008,103.88525787289464,109.25640989981714,103.88525787289464,109.25640989981714,109.28832785986242,104.03033252126767,114.48416487372356,102.5333727074648,0.7803751835269126,1,-0.009565190381304989,1633.0,1430.0,1419.1625000000001,1.150678657306686,1.0076365462024257,0,0.7,-6.006377406942015,126,192,68.97088157084838
141,UNC Greensboro,SC,21-11,109.01454237211027,109,106.67079262463457,198,0.5621617025294984,141,21,11,12,6,12-6,0.4310776735646444,0.4060714614366366,0.44776966596790935,0.4310776735646444,0.4060714614366366,0.44776966596790935,0.8800764716012655,0.8646436528852646,104.72126503129576,106.65729839187023,104.72126503129576,106.65729839187023,110.93432123538204,105.68872032956011,71.98319840882344,98.12656141432153,0.027572099801042256,1,0.04762346049120636,1339.0,1249.0,1191.2625,1.1240175863841932,1.048467487224688,0,0.6666666666666666,-5.638603853963701,121,76,64.8368327316374
